物件CD,オプション,CATVインターネット,即入居可,シャッター,角住戸,単身者相談,カーポート,エアコン全室,上階無し,カードキー,前面棟無,宅配ボックス,耐震構造,通風良好,保証会社利用可,全居室フローリング,CS,2沿線利用可,南西向き,ペット相談,天井高2.5m以上,ガスコンロ対応,バストイレ別,ネット使用料不要,脱衣所,敷金1ヶ月,全居室洋室,全居室6畳以上,洗面化粧台,全室2面採光,平坦地,陽当り良好,バイク置場,駅徒歩5分以内,敷地内ごみ置き場,ネット専用回線,学生相談,南向き,デザイナーズ,南西角住戸,全室照明付,都市ガス,独立型キッチン,防音サッシ,ディンプルキー,眺望良好,24時間緊急通報システム,24時間換気システム,出窓,オール電化,南面リビング,事務所相談,保証金不要,当社管理物件,始発駅,初期費用カード決済可,駅前,光ファイバー,内装コンクリート,2口コンロ,最上階,プロパンガス,仲介手数料不要,玄関ホール,全室南向き,敷金不要,フローリング,オートロック,築2年以内,駐輪場,敷金・礼金不要,東南向き,ガスレンジ付,年内入居可,全居室収納,日勤管理,トランクルーム,ルーフバルコニー,礼金不要,エレベーター2基,24時間ゴミ出し可,セキュリティ会社加入済,駅まで平坦,システムキッチン,CATV,一部フローリング,ルームシェア相談,LAN,シューズボックス,防犯シャッター,家賃カード決済可,リバーサイド,高速ネット対応,オートバス,年度内入居可,駅徒歩10分以内,IT重説 対応物件,学生敷金不要,洗面所独立,シャワー付洗面台,バルコニー,室内洗濯置,ダウンライト,玄関収納,保証人不要,東南角住戸,温水洗浄便座,風除室,耐火構造,IHクッキングヒーター,TVインターホン,閑静な住宅地,複層ガラス,礼金1ヶ月,免震構造,対面式キッチン,3方角住戸,マルチメディアコンセント,外壁コンクリート,室内物干機,浴室乾燥機,分譲賃貸,フリーレント,追焚機能浴室,洗面所にドア,ペット専用設備,エレベーター,南面バルコニー,人感照明センサー,エアコン,ダブルロックキー,食器洗乾燥機,BS,二人入居相談,外壁タイル張り,2面採光,2駅利用可,グリル付,BS・CS,耐震ラッチ吊戸棚,照明付,3駅以上利用可,クロゼット,メゾネット,3沿線以上利用可,防犯カメラ,二重床構造
100342137982,バストイレ別、バルコニー、エアコン、ガスコンロ対応、クロゼット、フローリング、TVインターホン、浴室乾燥機、オートロック、室内洗濯置、シューズボックス、システムキッチン、温水洗浄便座、脱衣所、エレベーター、洗面所独立、洗面化粧台、駐輪場、宅配ボックス、CATV、光ファイバー、2面採光、敷金不要、防犯カメラ、保証人不要、単身者相談、バイク置場、全居室フローリング、ディンプルキー、駅まで平坦、ダブルロックキー、保証金不要、ルーフバルコニー、平坦地、3駅以上利用可、3沿線以上利用可、駅徒歩5分以内、敷地内ごみ置き場、東南向き、都市ガス、玄関収納、高速ネット対応、礼金1ヶ月、IT重説 対応物件,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0
100342028513,バストイレ別、バルコニー、エアコン、ガスコンロ対応、クロゼット、フローリング、TVインターホン、浴室乾燥機、オートロック、室内洗濯置、シューズボックス、システムキッチン、温水洗浄便座、脱衣所、エレベーター、洗面所独立、洗面化粧台、駐輪場、宅配ボックス、CATV、光ファイバー、2面採光、敷金不要、防犯カメラ、保証人不要、単身者相談、バイク置場、全居室フローリング、ディンプルキー、駅まで平坦、ダブルロックキー、保証金不要、ルーフバルコニー、平坦地、3駅以上利用可、3沿線以上利用可、駅徒歩5分以内、敷地内ごみ置き場、東南向き、都市ガス、玄関収納、高速ネット対応、礼金1ヶ月、IT重説 対応物件,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0
100344058269,バストイレ別、バルコニー、エアコン、ガスコンロ対応、クロゼット、フローリング、シャワー付洗面台、TVインターホン、浴室乾燥機、オートロック、室内洗濯置、シューズボックス、システムキッチン、南向き、角住戸、温水洗浄便座、脱衣所、エレベーター、洗面所独立、駐輪場、宅配ボックス、CATV、光ファイバー、外壁タイル張り、BS・CS、敷金不要、防犯カメラ、独立型キッチン、照明付、全居室収納、分譲賃貸、グリル付、保証人不要、バイク置場、防犯シャッター、全居室フローリング、デザイナーズ、玄関ホール、2沿線利用可、ディンプルキー、全室南向き、エアコン全室、ダブルロックキー、保証金不要、24時間換気システム、複層ガラス、3駅以上利用可、駅徒歩5分以内、駅徒歩10分以内、都市ガス、マルチメディアコンセント、礼金1ヶ月、全室照明付,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0
100316093085,バストイレ別、エアコン、クロゼット、フローリング、浴室乾燥機、オートロック、室内洗濯置、陽当り良好、シューズボックス、システムキッチン、角住戸、洗面所独立、洗面化粧台、2口コンロ、駐輪場、CATV、光ファイバー、即入居可、閑静な住宅地、照明付、全居室フローリング、デザイナーズ、駅まで平坦、事務所相談、外壁コンクリート、内装コンクリート、3駅以上利用可、3沿線以上利用可、駅徒歩10分以内、天井高2.5m以上、都市ガス、ダウンライト、通風良好,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
100335872435,バストイレ別、バルコニー、エアコン、クロゼット、フローリング、TVインターホン、浴室乾燥機、オートロック、室内洗濯置、シューズボックス、システムキッチン、角住戸、温水洗浄便座、脱衣所、洗面所独立、洗面化粧台、2口コンロ、駐輪場、CATV、即入居可、対面式キッチン、IHクッキングヒーター、保証人不要、2沿線利用可、メゾネット、ネット専用回線、食器洗乾燥機、2駅利用可、3駅以上利用可、3沿線以上利用可、駅徒歩10分以内、都市ガス、初期費用カード決済可、通風良好,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0
100330020699,バストイレ別、バルコニー、エアコン、クロゼット、フローリング、TVインターホン、浴室乾燥機、オートロック、室内洗濯置、シューズボックス、温水洗浄便座、エレベーター、洗面所独立、洗面化粧台、宅配ボックス、光ファイバー、即入居可、最上階、IHクッキングヒーター、保証人不要、CS、平坦地、3駅以上利用可、駅徒歩10分以内、都市ガス、BS、IT重説 対応物件、初期費用カード決済可、通風良好,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
100330021137,バストイレ別、バルコニー、エアコン、クロゼット、フローリング、TVインターホン、浴室乾燥機、オートロック、室内洗濯置、シューズボックス、温水洗浄便座、エレベーター、洗面所独立、洗面化粧台、宅配ボックス、光ファイバー、即入居可、最上階、IHクッキングヒーター、保証人不要、CS、平坦地、3駅以上利用可、駅徒歩10分以内、都市ガス、BS、IT重説 対応物件、初期費用カード決済可、通風良好,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
100341720649,バストイレ別、バルコニー、エアコン、ガスコンロ対応、クロゼット、フローリング、TVインターホン、浴室乾燥機、オートロック、室内洗濯置、シューズボックス、システムキッチン、南向き、温水洗浄便座、エレベーター、洗面所独立、洗面化粧台、2口コンロ、駐輪場、宅配ボックス、光ファイバー、外壁タイル張り、礼金不要、敷金不要、防犯カメラ、分譲賃貸、グリル付、保証人不要、ディンプルキー、CS、ダブルロックキー、24時間換気システム、平坦地、人感照明センサー、3駅以上利用可、駅徒歩5分以内、駅徒歩10分以内、24時間ゴミ出し可、敷地内ごみ置き場、都市ガス、BS、敷金・礼金不要、IT重説 対応物件、初期費用カード決済可、通風良好,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
100339757342,バストイレ別、バルコニー、エアコン、ガスコンロ対応、クロゼット、フローリング、TVインターホン、浴室乾燥機、オートロック、室内洗濯置、陽当り良好、シューズボックス、システムキッチン、温水洗浄便座、脱衣所、エレベーター、洗面所独立、洗面化粧台、2口コンロ、駐輪場、宅配ボックス、外壁タイル張り、BS・CS、敷金不要、防犯カメラ、照明付、分譲賃貸、グリル付、保証人不要、24時間緊急通報システム、デザイナーズ、2沿線利用可、ディンプルキー、駅まで平坦、ダブルロックキー、24時間換気システム、平坦地、リバーサイド、人感照明センサー、耐火構造、始発駅、3駅以上利用可、駅徒歩5分以内、風除室、敷地内ごみ置き場、東南向き、当社管理物件、セキュリティ会社加入済、耐震ラッチ吊戸棚、都市ガス、南面バルコニー、玄関収納、高速ネット対応、マルチメディアコンセント、礼金1ヶ月、IT重説 対応物件、初期費用カード決済可、家賃カード決済可,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0
100334889538,バストイレ別、バルコニー、エアコン、ガスコンロ対応、クロゼット、フローリング、TVインターホン、浴室乾燥機、オートロック、室内洗濯置、シューズボックス、システムキッチン、角住戸、温水洗浄便座、脱衣所、エレベーター、洗面所独立、洗面化粧台、2口コンロ、駐輪場、宅配ボックス、光ファイバー、即入居可、2面採光、BS・CS、防犯カメラ、照明付、分譲賃貸、オートバス、保証人不要、二人入居相談、ネット使用料不要、保証金不要、3方角住戸、3駅以上利用可、3沿線以上利用可、駅徒歩5分以内、駅徒歩10分以内、24時間ゴミ出し可、敷地内ごみ置き場、都市ガス、洗面所にドア、高速ネット対応、敷金・礼金不要、初期費用カード決済可,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0
100343719318,バストイレ別、バルコニー、エアコン、ガスコンロ対応、クロゼット、フローリング、TVインターホン、浴室乾燥機、オートロック、室内洗濯置、陽当り良好、シューズボックス、システムキッチン、角住戸、脱衣所、洗面所独立、洗面化粧台、2口コンロ、駐輪場、外壁タイル張り、2面採光、照明付、保証人不要、東南角住戸、24時間緊急通報システム、玄関ホール、2沿線利用可、駅まで平坦、ネット使用料不要、ダブルロックキー、保証金不要、24時間換気システム、平坦地、2駅利用可、駅徒歩10分以内、敷地内ごみ置き場、東南向き、玄関収納、敷金・礼金不要、初期費用カード決済可,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0
100343719127,バストイレ別、バルコニー、エアコン、ガスコンロ対応、クロゼット、フローリング、TVインターホン、浴室乾燥機、オートロック、室内洗濯置、陽当り良好、シューズボックス、システムキッチン、角住戸、脱衣所、洗面所独立、洗面化粧台、2口コンロ、駐輪場、外壁タイル張り、2面採光、照明付、保証人不要、東南角住戸、24時間緊急通報システム、玄関ホール、2沿線利用可、駅まで平坦、ネット使用料不要、ダブルロックキー、保証金不要、24時間換気システム、平坦地、2駅利用可、駅徒歩10分以内、敷地内ごみ置き場、東南向き、玄関収納、敷金・礼金不要、初期費用カード決済可,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0
100286958022,バストイレ別、バルコニー、エアコン、ガスコンロ対応、クロゼット、フローリング、シャワー付洗面台、TVインターホン、浴室乾燥機、オートロック、室内洗濯置、シューズボックス、システムキッチン、角住戸、温水洗浄便座、脱衣所、エレベーター、洗面所独立、洗面化粧台、2口コンロ、駐輪場、宅配ボックス、外壁タイル張り、即入居可、最上階、BS・CS、敷金不要、防犯カメラ、ペット相談、分譲賃貸、保証人不要、二人入居相談、バイク置場、カードキー、デザイナーズ、2沿線利用可、ネット専用回線、駅まで平坦、ネット使用料不要、24時間換気システム、平坦地、ルームシェア相談、耐火構造、耐震構造、3駅以上利用可、駅前、駅徒歩5分以内、上階無し、24時間ゴミ出し可、風除室、敷地内ごみ置き場、セキュリティ会社加入済、耐震ラッチ吊戸棚、都市ガス、南面バルコニー、ダウンライト、高速ネット対応、LAN、マルチメディアコンセント、IT重説 対応物件,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0
100343933724,バストイレ別、バルコニー、エアコン、ガスコンロ対応、クロゼット、フローリング、TVインターホン、浴室乾燥機、オートロック、室内洗濯置、シューズボックス、システムキッチン、角住戸、脱衣所、洗面所独立、洗面化粧台、2口コンロ、CATV、礼金不要、敷金不要、保証人不要、2沿線利用可、ネット使用料不要、2駅利用可、3駅以上利用可、駅徒歩5分以内、駅徒歩10分以内、東南向き、プロパンガス、敷金・礼金不要、初期費用カード決済可,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
100342860864,バストイレ別、バルコニー、エアコン、ガスコンロ対応、クロゼット、フローリング、TVインターホン、浴室乾燥機、オートロック、室内洗濯置、シューズボックス、システムキッチン、角住戸、脱衣所、洗面所独立、洗面化粧台、2口コンロ、CATV、保証人不要、CATVインターネット、2沿線利用可、ネット専用回線、ネット使用料不要、フリーレント、2駅利用可、3駅以上利用可、敷地内ごみ置き場、IT重説 対応物件,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
100330226891,バストイレ別、バルコニー、エアコン、ガスコンロ対応、クロゼット、フローリング、TVインターホン、浴室乾燥機、オートロック、室内洗濯置、陽当り良好、シューズボックス、システムキッチン、温水洗浄便座、エレベーター、洗面所独立、洗面化粧台、2口コンロ、宅配ボックス、即入居可、ペット相談、分譲賃貸、保証人不要、2沿線利用可、CS、ネット専用回線、ネット使用料不要、2駅利用可、3駅以上利用可、3沿線以上利用可、駅徒歩10分以内、24時間ゴミ出し可、敷地内ごみ置き場、南西向き、都市ガス、BS、IT重説 対応物件、初期費用カード決済可,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0
100340635857,バストイレ別、バルコニー、エアコン、ガスコンロ対応、クロゼット、フローリング、シャワー付洗面台、TVインターホン、浴室乾燥機、オートロック、室内洗濯置、陽当り良好、シューズボックス、システムキッチン、温水洗浄便座、脱衣所、エレベーター、洗面所独立、2口コンロ、駐輪場、宅配ボックス、CATV、光ファイバー、外壁タイル張り、閑静な住宅地、BS・CS、敷金不要、防犯カメラ、独立型キッチン、ペット相談、照明付、全居室収納、グリル付、単身者相談、二人入居相談、バイク置場、防犯シャッター、全居室フローリング、デザイナーズ、玄関ホール、ディンプルキー、CS、眺望良好、全室南向き、エアコン全室、保証金不要、24時間換気システム、複層ガラス、ルームシェア相談、敷地内ごみ置き場、都市ガス、BS、高速ネット対応、礼金1ヶ月、IT重説 対応物件,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0
100343378337,バストイレ別、バルコニー、エアコン、クロゼット、フローリング、シャワー付洗面台、TVインターホン、浴室乾燥機、オートロック、室内洗濯置、シューズボックス、角住戸、エレベーター、洗面所独立、洗面化粧台、宅配ボックス、CATV、光ファイバー、2面採光、敷金不要、ペット相談、IHクッキングヒーター、出窓、保証人不要、CS、駅まで平坦、平坦地、3駅以上利用可、駅徒歩5分以内、駅徒歩10分以内、敷地内ごみ置き場、東南向き、都市ガス、BS、IT重説 対応物件、初期費用カード決済可、通風良好,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
100343381637,バストイレ別、バルコニー、エアコン、クロゼット、フローリング、シャワー付洗面台、TVインターホン、浴室乾燥機、オートロック、室内洗濯置、シューズボックス、角住戸、エレベーター、洗面所独立、洗面化粧台、宅配ボックス、CATV、光ファイバー、2面採光、敷金不要、ペット相談、IHクッキングヒーター、出窓、保証人不要、CS、駅まで平坦、平坦地、3駅以上利用可、駅徒歩5分以内、駅徒歩10分以内、敷地内ごみ置き場、東南向き、都市ガス、BS、IT重説 対応物件、初期費用カード決済可、通風良好,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
100334790790,バストイレ別、バルコニー、エアコン、ガスコンロ対応、クロゼット、フローリング、TVインターホン、浴室乾燥機、オートロック、室内洗濯置、シューズボックス、システムキッチン、追焚機能浴室、角住戸、温水洗浄便座、脱衣所、エレベーター、洗面所独立、2口コンロ、駐輪場、宅配ボックス、外壁タイル張り、即入居可、2面採光、BS・CS、敷金不要、防犯カメラ、ペット相談、分譲賃貸、保証人不要、単身者相談、二人入居相談、バイク置場、2沿線利用可、CS、ネット使用料不要、24時間換気システム、学生相談、ペット専用設備、学生敷金不要、2駅利用可、3駅以上利用可、3沿線以上利用可、駅前、駅徒歩5分以内、駅徒歩10分以内、24時間ゴミ出し可、風除室、敷地内ごみ置き場、都市ガス、BS、礼金1ヶ月、保証会社利用可、IT重説 対応物件,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0
100342588678,バストイレ別、バルコニー、エアコン、ガスコンロ対応、クロゼット、フローリング、TVインターホン、浴室乾燥機、オートロック、室内洗濯置、シューズボックス、システムキッチン、南向き、温水洗浄便座、脱衣所、エレベーター、洗面所独立、2口コンロ、駐輪場、宅配ボックス、CATV、外壁タイル張り、閑静な住宅地、BS・CS、敷金不要、防犯カメラ、独立型キッチン、ペット相談、照明付、分譲賃貸、保証人不要、単身者相談、CATVインターネット、二人入居相談、24時間緊急通報システム、全居室フローリング、玄関ホール、2沿線利用可、CS、駅まで平坦、エアコン全室、保証金不要、24時間換気システム、ルームシェア相談、2駅利用可、駅徒歩5分以内、敷地内ごみ置き場、都市ガス、南面バルコニー、BS、高速ネット対応、礼金1ヶ月、IT重説 対応物件、通風良好,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0
